Neighborhood,Code,Square,Weight,mg.ml,ppb,Al,Al_Percent,Al_per_day,Al_ppb,Al_ppb_day,Cr,Cr_Percent,Cr_ppb,Cr_ppb_day,Fe,Fe_Percent,Fe_per_day,Fe_Ppb,Fe_ppb_day,Pb,Pb_Percent,Pb_per_day,Pb_ppb,Pb_ppb_day,Ni,Ni_Percent,Ni_ppb,Ni_ppb_day,Area,Density,AADT_max,AADT_sum,AADT_mean,AADT_median,NB,Eastalco_dist_m,Gd_dist_m,Ngc_dist_m,Bmoreterminal_dist_m,Adell_dist_m,Prince_dist_m,Sd_dist_m,Sng_dist_m,Usg_dist_m,Kemira_dist_m
CB,22152,22,26.4,8.8,8800000,462,0.0052526,0.000218858,52526,2189,BLQ,NA,NA,NA,292,0.0033191,0.000138296,33191,1383,150,0.0017037,7.10E-05,17037,710,BLQ,NA,NA,NA,49.957,14.49246351,2891,2891,2891,2891,CB,16692963.63,3762576.701,1888947.084,8293267.692,10399242.9,14925834.06,3763802.094,6536318.31,2650366.925,14980657.25
CB,22162,22,4.85,1.616666667,1616666.667,213,0.013145,0.000547708,131450,5477,BLQ,NA,NA,NA,95,0.0058595,0.000244146,58595,2441,70,0.0043501,0.000181254,43501,1813,BLQ,NA,NA,NA,49.957,14.49246351,2891,2891,2891,2891,CB,16692963.63,3762576.701,1888947.084,8293267.692,10399242.9,14925834.06,3763802.094,6536318.31,2650366.925,14980657.25
CB,23172,23,22.77,7.59,7590000,371,0.0048879,0.000203663,48879,2037,600,0,79009,3292,216,0.0028494,0.000118725,28494,1187,699,0.0092149,0.000383954,92149,3840,113,0.001494313,14943.12874,622.6303643,49.957,14.49246351,7840,13160,6580,6580,CB,18527180.51,2575598.397,3452171.247,5665940.749,13441919.98,17794603.58,4065983.924,8004069.081,2463818.331,15391228.02
CB,23182,23,14.35,4.783333333,4783333.333,278,0.0058049,0.000241871,58049,2419,BLQ,NA,NA,NA,234,0.0048917,0.000203821,48917,2038,600,0.0125482,0.000522842,125482,5228,BLQ,NA,NA,NA,49.957,14.49246351,7840,13160,6580,6580,CB,18527180.51,2575598.397,3452171.247,5665940.749,13441919.98,17794603.58,4065983.924,8004069.081,2463818.331,15391228.02
CB,23192,23,12.03,4.01,4010000,261,0.0065014,0.000270892,65014,2709,BLQ,NA,NA,NA,179,0.0044622,0.000185925,44622,1859,445,0.0110904,0.0004621,110904,4621,BLQ,NA,NA,NA,49.957,14.49246351,7840,13160,6580,6580,CB,18527180.51,2575598.397,3452171.247,5665940.749,13441919.98,17794603.58,4065983.924,8004069.081,2463818.331,15391228.02
CB,23202,23,14.47,4.823333333,4823333.333,491,0.0101772,0.00042405,101772,4240,BLQ,NA,NA,NA,354,0.0073496,0.000306233,73496,3062,810,0.0167971,0.000699879,167971,6999,BLQ,NA,NA,NA,49.957,14.49246351,7840,13160,6580,6580,CB,18527180.51,2575598.397,3452171.247,5665940.749,13441919.98,17794603.58,4065983.924,8004069.081,2463818.331,15391228.02
CB,23212,23,20.44,6.813333333,6813333.333,336,0.0049263,0.000205263,49263,2053,BLQ,NA,NA,NA,302,0.0044258,0.000184408,44258,1844,870,0.0127752,0.0005323,127752,5323,BLQ,NA,NA,NA,49.957,14.49246351,7840,13160,6580,6580,CB,18527180.51,2575598.397,3452171.247,5665940.749,13441919.98,17794603.58,4065983.924,8004069.081,2463818.331,15391228.02
BK,31222,31,0.91,0.303333333,303333.3333,75,0.0248851,0.001131141,248851,11311,BLQ,NA,NA,NA,379,0.1250875,0.005685795,1250875,56858,4,0.0011632,5.29E-05,11632,529,BLQ,NA,NA,NA,43.783,23.11399401,2971,2971,2971,2971,BK,11751390.44,8240461.73,5758208.815,12716765.03,5572540.976,9911088.704,7070849.791,6232096.922,7174069.193,11848831.62
BK,31232,31,19.8,6.6,6600000,591,0.0089556,0.000407073,89556,4071,BLQ,NA,NA,NA,243,0.0036857,0.000167532,36857,1675,385,0.005826,0.000264818,58260,2648,BLQ,NA,NA,NA,43.783,23.11399401,2971,2971,2971,2971,BK,11751390.44,8240461.73,5758208.815,12716765.03,5572540.976,9911088.704,7070849.791,6232096.922,7174069.193,11848831.62
BK,31252,31,11.37,3.79,3790000,247,0.0065289,0.000296768,65289,2968,BLQ,NA,NA,NA,309,0.0081592,0.000370873,81592,3709,780,0.0205922,0.000936009,205922,9360,BLQ,NA,NA,NA,43.783,23.11399401,2971,2971,2971,2971,BK,11751390.44,8240461.73,5758208.815,12716765.03,5572540.976,9911088.704,7070849.791,6232096.922,7174069.193,11848831.62
BK,31262,31,3.87,1.29,1290000,101,0.0078339,0.000356086,78339,3561,BLQ,NA,NA,NA,61,0.0047254,0.000214791,47254,2148,116,0.0090082,0.000409464,90082,4095,BLQ,NA,NA,NA,43.783,23.11399401,2971,2971,2971,2971,BK,11751390.44,8240461.73,5758208.815,12716765.03,5572540.976,9911088.704,7070849.791,6232096.922,7174069.193,11848831.62
BK,31282,31,9.14,3.046666667,3046666.667,230,0.0075647,0.00034385,75647,3438,178,0,58568,2662,146,0.0047802,0.000217282,47802,2173,109,0.0035756,0.000162527,35756,1625,BLQ,NA,NA,NA,43.783,23.11399401,2971,2971,2971,2971,BK,11751390.44,8240461.73,5758208.815,12716765.03,5572540.976,9911088.704,7070849.791,6232096.922,7174069.193,11848831.62
CB,32012,32,15.08,5.026666667,5026666.667,461,0.0091687,0.000382029,91687,3820,BLQ,NA,NA,NA,329,0.0065504,0.000272933,65504,2729,652,0.012974,0.000540583,129740,5406,BLQ,NA,NA,NA,80.857,26.34280272,2971,3532,1766,1766,CB,15247532.96,1360672.898,6261869.806,3285260.308,15073655.29,15269945.66,2581780.249,5994542.236,2502727.251,12118851.02
CB,32022,32,13.77,4.59,4590000,420,0.0091513,0.000381304,91513,3813,BLQ,NA,NA,NA,288,0.0062691,0.000261213,62691,2612,195,0.0042417,0.000176738,42417,1767,BLQ,NA,NA,NA,80.857,26.34280272,2971,3532,1766,1766,CB,15247532.96,1360672.898,6261869.806,3285260.308,15073655.29,15269945.66,2581780.249,5994542.236,2502727.251,12118851.02
CB,32032,32,27.09,9.03,9030000,479,0.005304,0.000221,53040,2210,BLQ,NA,NA,NA,323,0.003574,0.000148917,35740,1489,168,0.0018622,7.76E-05,18622,776,BLQ,NA,NA,NA,80.857,26.34280272,2971,3532,1766,1766,CB,15247532.96,1360672.898,6261869.806,3285260.308,15073655.29,15269945.66,2581780.249,5994542.236,2502727.251,12118851.02
CB,32042,32,14.49,4.83,4830000,696,0.0144011,0.000600046,144011,6000,BLQ,NA,NA,NA,351,0.0072677,0.000302821,72677,3028,149,0.0030831,0.000128463,30831,1285,BLQ,NA,NA,NA,80.857,26.34280272,2971,3532,1766,1766,CB,15247532.96,1360672.898,6261869.806,3285260.308,15073655.29,15269945.66,2581780.249,5994542.236,2502727.251,12118851.02
CB,32052,32,33.01,11.00333333,11003333.33,578,0.0052508,0.000218783,52508,2188,BLQ,NA,NA,NA,409,0.0037163,0.000154846,37163,1548,1468,0.0133385,0.000555771,133385,5558,BLQ,NA,NA,NA,80.857,26.34280272,2971,3532,1766,1766,CB,15247532.96,1360672.898,6261869.806,3285260.308,15073655.29,15269945.66,2581780.249,5994542.236,2502727.251,12118851.02
CB,33062,33,7.73,2.576666667,2576666.667,187,0.0072537,0.000302238,72537,3022,749,0,290772,12116,150,0.0058159,0.000242329,58159,2423,88,0.0034005,0.000141688,34005,1417,BLQ,NA,NA,NA,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
CB,33072,33,30.24,10.08,10080000,642,0.0063692,0.000265383,63692,2654,BLQ,NA,NA,NA,336,0.0033289,0.000138704,33289,1387,410,0.004063,0.000169292,40630,1693,BLQ,NA,NA,NA,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
CB,33082,33,11.46,3.82,3820000,397,0.010384,0.000432667,103840,4327,BLQ,NA,NA,NA,223,0.0058295,0.000242896,58295,2429,219,0.0057387,0.000239113,57387,2391,90,0.002357585,23575.85006,982.327086,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
CB,33092,33,8.06,2.686666667,2686666.667,421,0.0156875,0.000653646,156875,6536,BLQ,NA,NA,NA,159,0.005931,0.000247125,59310,2471,105,0.0039132,0.00016305,39132,1630,BLQ,NA,NA,NA,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
CB,33102,33,25.32,8.44,8440000,350,0.0041446,0.000172692,41446,1727,BLQ,NA,NA,NA,220,0.002601,0.000108375,26010,1084,157,0.0018557,7.73E-05,18557,773,BLQ,NA,NA,NA,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
CB,33112,33,26.63,8.876666667,8876666.667,368,0.0041433,0.000172638,41433,1726,BLQ,NA,NA,NA,269,0.0030295,0.000126229,30295,1262,246,0.0027693,0.000115388,27693,1154,BLQ,NA,NA,NA,80.857,26.34280272,15830,18721,9360.5,9360.5,CB,13669322.41,2744615.782,6302803.272,5995195.947,12167258.05,12778975.22,1043322.151,2938681.885,2698822.743,10863851.34
BK,41212,41,1.85,0.616666667,616666.6667,72,0.0117059,0.000532086,117059,5321,BLQ,NA,NA,NA,288,0.0467209,0.002123677,467209,21237,10732,1.740295,0.079104318,17402950,791043,BLQ,NA,NA,NA,66.908,10.26783045,1901,1901,1901,1901,BK,14100213.55,6367464.692,8525770.001,3694605.385,17506485.23,15879970.9,8019335.23,11282187.23,7209533.97,12713154.9
BK,41232,41,13.95,4.65,4650000,551,0.0118488,0.000538582,118488,5386,BLQ,NA,NA,NA,71,0.0015285,6.95E-05,15285,695,430,0.0092455,0.00042025,92455,4202,BLQ,NA,NA,NA,66.908,10.26783045,1901,1901,1901,1901,BK,14100213.55,6367464.692,8525770.001,3694605.385,17506485.23,15879970.9,8019335.23,11282187.23,7209533.97,12713154.9
BK,41242,41,8.21,2.736666667,2736666.667,592,0.0216325,0.000983295,216325,9833,BLQ,NA,NA,NA,61,0.0022171,0.000100777,22171,1008,604,0.0220616,0.0010028,220616,10028,BLQ,NA,NA,NA,66.908,10.26783045,1901,1901,1901,1901,BK,14100213.55,6367464.692,8525770.001,3694605.385,17506485.23,15879970.9,8019335.23,11282187.23,7209533.97,12713154.9
BK,41252,41,4.18,1.393333333,1393333.333,178,0.0127487,0.000579486,127487,5795,BLQ,NA,NA,NA,71,0.005101,0.000231864,51010,2319,134,0.0096405,0.000438205,96405,4382,BLQ,NA,NA,NA,66.908,10.26783045,1901,1901,1901,1901,BK,14100213.55,6367464.692,8525770.001,3694605.385,17506485.23,15879970.9,8019335.23,11282187.23,7209533.97,12713154.9
BK,41262,41,2.42,0.806666667,806666.6667,133,0.0165134,0.000750609,165134,7506,BLQ,NA,NA,NA,61,0.0075217,0.000341895,75217,3419,227,0.0281992,0.001281782,281992,12818,BLQ,NA,NA,NA,66.908,10.26783045,1901,1901,1901,1901,BK,14100213.55,6367464.692,8525770.001,3694605.385,17506485.23,15879970.9,8019335.23,11282187.23,7209533.97,12713154.9
BK,42122,42,1.01,0.336666667,336666.6667,18,0.0053433,0.000242877,53433,2429,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,4,0.0012243,5.57E-05,12243,556,BLQ,NA,NA,NA,35.962,54.44636004,15830,17731,8865.5,8865.5,BK,9716330.811,6508472.757,11461674,4465082.905,14432502.75,10097472.65,6046176.707,5199348.263,7364307.153,6604493.522
BK,42132,42,1.04,0.346666667,346666.6667,532,0.153577,0.006980773,1535770,69808,BLQ,NA,NA,NA,920,0.2653617,0.012061895,2653617,120619,5,0.0013722,6.24E-05,13722,624,BLQ,NA,NA,NA,35.962,54.44636004,15830,17731,8865.5,8865.5,BK,9716330.811,6508472.757,11461674,4465082.905,14432502.75,10097472.65,6046176.707,5199348.263,7364307.153,6604493.522
BK,42152,42,0.66,0.22,220000,87,0.0393558,0.0017889,393558,17889,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,35.962,54.44636004,15830,17731,8865.5,8865.5,BK,9716330.811,6508472.757,11461674,4465082.905,14432502.75,10097472.65,6046176.707,5199348.263,7364307.153,6604493.522
BK,42172,42,2.2,0.733333333,733333.3333,68,0.0092241,0.000419277,92241,4193,188,0,256802,11673,57,0.0077459,0.000352086,77459,3521,26,0.0036116,0.000164164,36116,1642,148,0.020126628,201266.279,9148.467229,35.962,54.44636004,15830,17731,8865.5,8865.5,BK,9716330.811,6508472.757,11461674,4465082.905,14432502.75,10097472.65,6046176.707,5199348.263,7364307.153,6604493.522
BK,42182,42,1.48,0.493333333,493333.3333,141,0.0285595,0.001298159,285595,12982,BLQ,NA,NA,NA,53,0.0106863,0.000485741,106863,4857,82,0.0165827,0.000753759,165827,7538,BLQ,NA,NA,NA,35.962,54.44636004,15830,17731,8865.5,8865.5,BK,9716330.811,6508472.757,11461674,4465082.905,14432502.75,10097472.65,6046176.707,5199348.263,7364307.153,6604493.522
BK,43042,43,0.65,0.216666667,216666.6667,1054,0.4862589,0.022102677,4862589,221027,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,2,0.0011289,5.13E-05,11289,513,BLQ,NA,NA,NA,43.783,23.11399401,15830,17321,8660.5,8660.5,BK,3888635.673,16895054.3,17082899.8,12265360.09,9233399.8,5492063.363,17227533.12,14445347.94,18034916.91,5998602.684
BK,43052,43,0.47,0.156666667,156666.6667,690,0.4403568,0.020016218,4403568,200162,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,3,0.0019277,8.76E-05,19277,876,BLQ,NA,NA,NA,43.783,23.11399401,15830,17321,8660.5,8660.5,BK,3888635.673,16895054.3,17082899.8,12265360.09,9233399.8,5492063.363,17227533.12,14445347.94,18034916.91,5998602.684
BK,43062,43,0.75,0.25,250000,89,0.0357536,0.001625164,357536,16252,81,0,324068,14730,53,0.0210876,0.000958527,210876,9585,12,0.0047869,0.000217586,47869,2176,BLQ,NA,NA,NA,43.783,23.11399401,15830,17321,8660.5,8660.5,BK,3888635.673,16895054.3,17082899.8,12265360.09,9233399.8,5492063.363,17227533.12,14445347.94,18034916.91,5998602.684
BK,43072,43,0.55,0.183333333,183333.3333,90,0.0493051,0.002241141,493051,22411,BLQ,NA,NA,NA,46,0.0251001,0.001140914,251001,11409,25,0.0136746,0.000621573,136746,6216,BLQ,NA,NA,NA,43.783,23.11399401,15830,17321,8660.5,8660.5,BK,3888635.673,16895054.3,17082899.8,12265360.09,9233399.8,5492063.363,17227533.12,14445347.94,18034916.91,5998602.684
BK,55012,55,1.16,0.386666667,386666.6667,85,0.0219346,0.000997027,219346,9970,BLQ,NA,NA,NA,361,0.0933539,0.004243359,933539,42434,5,0.0012316,5.60E-05,12316,560,BLQ,NA,NA,NA,94.186,16.00025481,64785,129570,64785,64785,BK,1872019.709,17665914.48,17139634.69,13735997.97,7389390.462,3161510.75,16556729.61,12751981.38,18231180.01,4812917.311
BK,55072,55,2.41,0.803333333,803333.3333,126,0.015694,0.000713364,156940,7134,BLQ,NA,NA,NA,67,0.008316,0.000378,83160,3780,81,0.0100862,0.000458464,100862,4585,BLQ,NA,NA,NA,94.186,16.00025481,64785,129570,64785,64785,BK,1872019.709,17665914.48,17139634.69,13735997.97,7389390.462,3161510.75,16556729.61,12751981.38,18231180.01,4812917.311
BK,56012,56,4.19,1.396666667,1396666.667,768,0.0549889,0.002499495,549889,24995,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,94.186,16.00025,19812,27203,13601.5,13601.5,BK,3767705.011,19250156.65,14773182.76,15902899.01,5559188.323,3998311.631,17514239.65,13675735.59,18263602.07,6904032.005
BK,56022,56,2.46,0.82,820000,139,0.0169166,0.000768936,169166,7689,BLQ,NA,NA,NA,57,0.0069076,0.000313982,69076,3140,25,0.0030399,0.000138177,30399,1382,BLQ,NA,NA,NA,94.186,16.00025,19812,27203,13601.5,13601.5,BK,3767705.011,19250156.65,14773182.76,15902899.01,5559188.323,3998311.631,17514239.65,13675735.59,18263602.07,6904032.005
BK,56062,56,48.57,16.19,16190000,290,0.001789,8.13E-05,17890,813,BLQ,NA,NA,NA,206,0.0012735,5.79E-05,12735,579,96,0.0005913,2.69E-05,5913,269,BLQ,NA,NA,NA,94.186,16.00025,19812,27203,13601.5,13601.5,BK,3767705.011,19250156.65,14773182.76,15902899.01,5559188.323,3998311.631,17514239.65,13675735.59,18263602.07,6904032.005
BK,57092,57,1.2,0.4,4.00E+05,93,0.0231403,0.001051832,231403,10518,BLQ,NA,NA,NA,46,0.0116215,0.00052825,116215,5282,121,0.0301483,0.001370377,301483,13704,BLQ,NA,NA,NA,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,57102,57,2.12,0.706666667,706666.6667,111,0.0157039,0.000713814,157039,7138,BLQ,NA,NA,NA,64,0.0090499,0.000411359,90499,4114,325,0.0459267,0.002087577,459267,20876,BLQ,NA,NA,NA,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,57112,57,3.89,1.296666667,1296666.667,153,0.0118011,0.000536414,118011,5364,BLQ,NA,NA,NA,102,0.007863,0.000357409,78630,3574,181,0.0139484,0.000634018,139484,6340,BLQ,NA,NA,NA,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,57122,57,1,0.333333333,333333.3333,76,0.0229097,0.00104135,229097,10414,BLQ,NA,NA,NA,35,0.0105625,0.000480114,105625,4801,35,0.0105676,0.000480345,105676,4803,BLQ,NA,NA,NA,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,57172,57,13.52,4.506666667,4506666.667,534,0.0118496,0.000538618,118496,5386,BLQ,NA,NA,NA,347,0.0076946,0.000349755,76946,3498,304,0.0067538,0.000306991,67538,3070,BLQ,NA,NA,NA,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,57182,57,5.79,1.93,1930000,139,0.0071873,0.000326695,71873,3267,632,0,327457,14884,106,0.0055039,0.000250177,55039,2502,131,0.0067722,0.000307827,67722,3078,152,0.00789589,78958.89658,3589.040754,94.186,16.00025481,15830,32322,10774,9101,BK,5512915.229,18280510.36,14106540,14765704.26,7042568.634,6246287.196,19535915.11,16048882.92,18073973.96,8472781.668
BK,58192,58,0.22,0.073333333,73333.33333,51,0.069098,0.003140818,690980,31408,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,7,0.0090744,0.000412473,90744,4125,BLQ,NA,NA,NA,66.908,10.26783045,15830,15830,15830,15830,BK,4712486.6,17343381.18,15909473.3,12831734.68,8838100.75,6094413.392,18262927.75,15518014.76,18303143.06,7112964.724
BK,58242,58,0.91,0.303333333,303333.3333,56,0.0185669,0.00084395,185669,8439,BLQ,NA,NA,NA,27,0.0088444,0.000402018,88444,4020,12,0.0039681,0.000180368,39681,1804,BLQ,NA,NA,NA,66.908,10.26783045,15830,15830,15830,15830,BK,4712486.6,17343381.18,15909473.3,12831734.68,8838100.75,6094413.392,18262927.75,15518014.76,18303143.06,7112964.724
BK,59302,59,14.2,4.733333333,4733333.333,240,0.005069,0.000230409,50690,2304,BLQ,NA,NA,NA,174,0.0036758,0.000167082,36758,1671,255,0.0053818,0.000244627,53818,2446,BLQ,NA,NA,NA,130.461,13.52894734,15830,18672,6224,1901,BK,2749324.902,17421975.81,17452145.86,12966414.22,8350264.936,4284631.052,16991679.11,13550540.8,18450026.91,5234003.622
BK,59382,59,1.65,0.55,550000,156,0.0282843,0.00128565,282843,12856,BLQ,NA,NA,NA,80,0.0145127,0.000659668,145127,6597,50,0.0091286,0.000414936,91286,4149,BLQ,NA,NA,NA,130.461,13.52894734,15830,18672,6224,1901,BK,2749324.902,17421975.81,17452145.86,12966414.22,8350264.936,4284631.052,16991679.11,13550540.8,18450026.91,5234003.622
BK,70122,70,0.02,0.006666667,6666.666667,691,10.3645624,0.471116473,103645624,4711165,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,4,0.0537501,0.002443186,537501,24432,BLQ,NA,NA,NA,130.461,13.52894734,64785,122881,20480.16667,16831,BK,10135550.07,8018299.246,12328710.94,3405491.644,17604713.97,11619153.61,8808996.332,9776167.318,9160437.016,8127403.752
BK,70132,70,1.33,0.443333333,443333.3333,52,0.011675,0.000530682,116750,5307,BLQ,NA,NA,NA,143,0.0323188,0.001469036,323188,14690,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,130.461,13.52894734,64785,122881,20480.16667,16831,BK,10135550.07,8018299.246,12328710.94,3405491.644,17604713.97,11619153.61,8808996.332,9776167.318,9160437.016,8127403.752
BK,70192,70,0.94,0.313333333,313333.3333,50,0.0161053,0.000732059,161053,7321,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,130.461,13.52894734,64785,122881,20480.16667,16831,BK,10135550.07,8018299.246,12328710.94,3405491.644,17604713.97,11619153.61,8808996.332,9776167.318,9160437.016,8127403.752
BK,71422,71,94.18,31.39333333,31393333.33,1378,0.0043882,0.000199464,43882,1995,BLQ,NA,NA,NA,1215,0.0038704,0.000175927,38704,1759,2785,0.0088712,0.000403236,88712,4032,115,0.000366663,3666.633005,166.6651366,130.461,13.52894734,64785,183858,16714.36364,5401,BK,7010408.142,9144066.087,12420139.32,9012138.056,9843512.735,6409635.739,7685206.328,4047458.74,9356847.658,4405337.127
BK,71442,71,1.4,0.466666667,466666.6667,76,0.0162893,0.000740423,162893,7404,BLQ,NA,NA,NA,66,0.0142322,0.000646918,142322,6469,38,0.0081881,0.000372186,81881,3722,BLQ,NA,NA,NA,130.461,13.52894734,64785,183858,16714.36364,5401,BK,7010408.142,9144066.087,12420139.32,9012138.056,9843512.735,6409635.739,7685206.328,4047458.74,9356847.658,4405337.127
BK,71452,71,1.02,0.34,340000,91,0.026625,0.001210227,266250,12102,BLQ,NA,NA,NA,91,0.026775,0.001217045,267750,12170,110,0.0323682,0.001471282,323682,14713,BLQ,NA,NA,NA,130.461,13.52894734,64785,183858,16714.36364,5401,BK,7010408.142,9144066.087,12420139.32,9012138.056,9843512.735,6409635.739,7685206.328,4047458.74,9356847.658,4405337.127
BK,72272,72,1.67,0.556666667,556666.6667,75,0.0134092,0.000609509,134092,6095,BLQ,NA,NA,NA,40,0.0072217,0.000328259,72217,3283,16,0.0028228,0.000128309,28228,1283,BLQ,NA,NA,NA,130.461,13.52894734,52294,57186,19062,3951,BK,9900539.049,10450676.86,7506045.195,14848110.16,3380263.428,8101677.719,9209084.685,7596857.138,9387296.89,10794629.02
BK,72282,72,0.89,0.296666667,296666.6667,58,0.0195161,0.000887095,195161,8871,BLQ,NA,NA,NA,750,0.2528561,0.011493459,2528561,114935,5,0.0015469,7.03E-05,15469,703,BLQ,NA,NA,NA,130.461,13.52894734,52294,57186,19062,3951,BK,9900539.049,10450676.86,7506045.195,14848110.16,3380263.428,8101677.719,9209084.685,7596857.138,9387296.89,10794629.02
BK,72292,72,0.24,0.08,80000,50,0.0627756,0.002853436,627756,28534,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,130.461,13.52894734,52294,57186,19062,3951,BK,9900539.049,10450676.86,7506045.195,14848110.16,3380263.428,8101677.719,9209084.685,7596857.138,9387296.89,10794629.02
BK,72312,72,1.08,0.36,360000,52,0.0145383,0.000660832,145383,6608,BLQ,NA,NA,NA,949,0.2635761,0.011980732,2635761,119807,5,0.0014864,6.76E-05,14864,676,BLQ,NA,NA,NA,130.461,13.52894734,52294,57186,19062,3951,BK,9900539.049,10450676.86,7506045.195,14848110.16,3380263.428,8101677.719,9209084.685,7596857.138,9387296.89,10794629.02
BK,73332,73,0.11,0.036666667,36666.66667,377,1.028673,0.046757864,10286730,467579,BLQ,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,NA,BLQ,NA,NA,NA,130.461,13.52894734,52294,59087,14771.75,2926,BK,13873755.38,10107030.01,5757745.23,11971789.95,8685017.418,13677413.35,11123046.56,14018202.52,9516208.374,16994203.23
BK,73392,73,5.98,1.993333333,1993333.333,301,0.015087,0.000685773,150870,6858,BLQ,NA,NA,NA,237,0.0118745,0.00053975,118745,5398,874,0.0438634,0.001993791,438634,19938,BLQ,NA,NA,NA,130.461,13.52894734,52294,59087,14771.75,2926,BK,13873755.38,10107030.01,5757745.23,11971789.95,8685017.418,13677413.35,11123046.56,14018202.52,9516208.374,16994203.23
BK,73402,73,10.55,3.516666667,3516666.667,273,0.0077501,0.000352277,77501,3523,100,0,28552,1298,628,0.0178703,0.000812286,178703,8123,946,0.0268897,0.001222259,268897,12223,140,0.00399055,39905.49572,1813.886169,130.461,13.52894734,52294,59087,14771.75,2926,BK,13873755.38,10107030.01,5757745.23,11971789.95,8685017.418,13677413.35,11123046.56,14018202.52,9516208.374,16994203.23
BK,59392-2,59,1.26,0.42,420000,220,0.0524439,0.002383814,524439,23838,BLQ,NA,NA,NA,125,0.029745,0.001352045,297450,13520,133,0.0316413,0.001438241,316413,14382,BLQ,NA,NA,NA,130.461,13.52894734,15830,18672,6224,1901,BK,2749324.902,17421975.81,17452145.86,12966414.22,8350264.936,4284631.052,16991679.11,13550540.8,18450026.91,5234003.622
